Year,Latitude,Longitude
1944,-28.13,-77.27
1904,-26.52,-80.6
1892,-13.66,-99.91
1942,-20.09,98.96
2009,4.02,-15.27
1867,-44.2,-125.22
1850,-18.48,69.3
1849,-37.78,-113.9
1894,-36.17,-139.23
1883,-2.41,-45.8
1894,-60.27,-29.19
1877,-31.35,-120.63
1767,-40.99,4.26
2005,23.31,46.31
1893,-37.78,-111.86
1816,-36.17,-37.79
1945,-36.17,-59.67
2009,-29.74,-31.38
2011,-29.74,-114.46
1844,-0.8,-103.66
2006,-34.56,118.7
1893,-15.27,17.5
1947,-26.52,-80.6
1882,15.27,47.5
1953,-20.09,98.96
1992,-0.8,-103.66
1821,-23.31,-72.52
1982,-52.24,0.0
1876,0.8,-36.16
1859,18.48,-30.42
1918,7.23,-39.73
1837,-36.17,-37.79
1969,-23.31,-112.72
1998,-20.09,98.96
1963,-45.81,-125.77
1926,-31.35,-120.63
1870,-44.2,-125.22
1998,4.02,-15.27
1854,-16.87,-78.7
1863,-4.02,74.73
1832,-26.52,-80.6
1976,-40.99,4.26
1966,-23.31,-72.52
1860,-5.63,3.23
1972,-28.13,-77.27
1945,-28.13,-77.27
1882,-26.52,-75.22
1826,-23.31,-88.25
1920,-55.45,-36.85
1854,-45.81,-125.77
2002,20.09,44.36
2010,-50.63,-31.69
1977,34.56,-151.78
1857,-40.99,74.56
1842,-29.74,-31.38
1947,-23.31,-72.52
1883,-18.48,69.3
1998,4.02,-15.27
1909,-26.52,-80.6
1969,-32.95,6.7
1774,-52.24,0.0
1800,-26.52,-80.6
1878,-52.24,-13.14
1846,-36.17,-59.67
1975,-37.78,-126.1
1997,-34.56,-136.22
2011,34.56,-151.78
1948,-26.52,-75.22
1883,-24.92,-46.11
1988,-52.24,0.0
1936,-37.78,-26.44
1961,-31.35,-118.74
1975,-60.27,-29.19
1858,-23.31,-112.72
1854,-31.35,-118.74
1855,-40.99,-29.82
1888,-39.38,-33.29
1832,23.31,46.31
1975,-44.2,80.5
1871,-31.35,-103.66
2006,12.05,77.26
1952,-8.84,-38.11
1916,-10.45,-107.18
1939,-42.59,-13.09
1852,-45.81,-125.77
1841,-31.35,-118.74
1891,-23.31,-90.0
1907,13.66,38.81
1784,-42.59,-13.09
1918,-29.74,-114.46
1831,-21.7,-78.75
1915,-45.81,72.69
1925,-15.27,-120.83
1879,-36.17,-139.23
1855,-34.56,-108.97
1935,-26.52,-80.6
1962,-29.74,-114.46
1854,-32.95,6.7
1874,-23.31,-72.52
1905,-36.17,-139.23
1861,-15.27,-32.5
1965,-13.66,-80.09
1924,32.95,69.89
2000,37.78,-144.41
1794,-55.45,-36.85
1930,-40.99,-29.82
1882,-34.56,-136.22
1984,-32.95,-45.0
1867,-16.87,-78.7
1967,4.02,-15.27
1984,-40.99,4.26
1925,-52.24,-13.14
1855,-18.48,-72.68
1925,-15.27,17.5
1885,13.66,38.81
1957,-32.95,-45.0
2001,-40.99,-29.82
1825,-21.7,-78.75
1959,-12.05,-8.22
1815,-23.31,-88.25
1870,-23.31,-90.0
1967,-26.52,-75.22
1893,-37.78,-126.1
1986,-37.78,-111.86
1980,-31.35,-73.51
1940,18.48,-30.42
2003,-42.59,87.27
1948,-44.2,80.5
1836,-31.35,-103.66
1940,-23.31,-112.72
1956,-12.05,-8.22
1987,-29.74,-31.38
1862,-23.31,-112.72
1868,-39.38,-120.69
1879,-34.56,118.7
1951,-39.38,-120.69
2008,-37.78,-126.1
1907,-18.48,-74.37
1875,0.8,-36.16
1895,-60.27,-29.19
1873,-18.48,-74.37
1839,-12.05,-77.26
1858,29.74,-31.38
1963,-31.35,-73.51
1959,-44.2,80.5
1881,-39.38,-116.53
1888,-8.84,-38.11
1897,-12.05,-77.26
1879,-29.74,-31.38
1925,-42.59,87.27
1964,-39.38,-116.53
1998,-21.7,-38.94
1848,-36.17,-37.79
1958,-42.59,-13.09
1947,-37.78,-113.9
1974,-8.84,-38.11
1965,-39.38,-116.53
1901,-15.27,-120.83
1919,-44.2,-125.22
1892,-40.99,-29.82
1781,-40.99,74.56
1879,-37.78,-126.1
1951,-21.7,-78.75
1911,-44.2,-125.22
1967,-18.48,-72.68
1990,-34.56,-136.22
1990,-7.23,-4.05
1941,-13.66,-80.09
1965,23.31,46.31
1889,-20.09,98.96
1984,32.95,69.89
1952,-29.74,-31.38
1789,-50.63,-31.69
1878,8.84,-13.78
1905,-18.48,-72.68
1825,-21.7,-73.56
1908,-18.48,-74.37
1991,15.27,47.5
1865,23.31,46.31
1971,-29.74,-31.38
1954,-13.66,-99.91
2010,-40.99,74.56
1992,4.02,40.98
1893,4.02,-15.27
1939,8.84,-13.78
1878,-36.17,-139.23
1802,-21.7,-78.75
1989,18.48,-30.42
2008,15.27,47.5
1911,-2.41,-45.8
1871,-39.38,-120.69
1899,7.23,-39.73
1859,-12.05,-8.22
1923,-24.92,-122.36
1909,-29.74,-107.08
1900,12.05,77.26
1964,-40.99,4.26
1971,-21.7,-73.56
1856,-15.27,17.5
1912,-10.45,-107.18
1968,32.95,-18.19
1845,-26.52,-75.22
1872,-52.24,0.0
1914,29.74,-31.38
1943,-18.48,69.3
1881,-23.31,-88.25
1963,23.31,42.82
1865,-31.35,-30.16
1937,-8.84,-38.11
2002,20.09,44.36
1949,-31.35,-30.16
1982,29.74,-31.38
1847,-23.31,-88.25
1998,-16.87,-78.7
1876,-5.63,-3.23
1955,-37.78,-126.1
1792,-40.99,-29.82
1844,-31.35,-118.74
1886,-52.24,0.0
1887,-31.35,-73.51
1848,-26.52,-80.6
1977,20.09,44.36
1902,-16.87,-78.7
1840,-60.27,-29.19
1922,-37.78,-111.86
1999,-0.8,-103.66
1984,4.02,-15.27
1855,-21.7,-73.56
1952,7.23,-39.73
1841,23.31,42.82
1997,-16.87,-78.7
1987,-21.7,-38.94
1889,-2.41,-45.8
1911,-32.95,-45.0
1843,-37.78,-126.1
1849,37.78,-144.41
1924,-34.56,-108.97
1978,5.63,-106.55
1949,-23.31,-88.25
1869,-29.74,-114.46
1959,-4.02,74.73
1910,-29.74,-107.08
1985,-34.56,-136.22
1959,-13.66,-99.91
1990,-18.48,-74.37
1915,-24.92,-46.11
1784,-44.2,80.5
1969,-32.95,-45.0
1923,-15.27,17.5
1875,-49.03,-2.45
1956,-4.02,74.73
1832,-50.63,-31.69
1946,-40.99,-29.82
1984,-39.38,-116.53
1928,-10.45,-107.18
1900,-39.38,-120.69
1789,-52.24,-13.14
1928,-36.17,-139.23
1929,-24.92,-122.36
1951,-39.38,-120.69
1861,32.95,-18.19
1890,32.95,69.89
2012,-31.35,-103.66
1826,-49.03,-2.45
1936,-20.09,98.96
1914,29.74,-31.38
1973,-31.35,-73.51
1978,-5.63,-3.23
1949,-18.48,-72.68
1986,-23.31,-72.52
1931,18.48,-30.42
2007,-44.2,-125.22
1847,-13.66,-99.91
1996,-8.84,-38.11
1953,-21.7,-73.56
1881,-55.45,-36.85
1872,-40.99,-29.82
1948,-5.63,-3.23
2001,8.84,-13.78
1827,-28.13,-77.27
1826,-39.38,-33.29
1882,-23.31,-88.25
1998,-18.48,-72.68
1887,-40.99,4.26
2005,-16.87,-78.7
1896,-23.31,-112.72
1896,-21.7,-78.75
1854,-4.02,76.34
2011,-26.52,-80.6
1946,-23.31,-112.72
1785,-52.24,-13.14
1804,-52.24,-13.14
1906,-40.99,-29.82
1986,-40.99,4.26
1914,12.05,77.26
1910,-37.78,-126.1
1908,8.84,-13.78
1778,-40.99,74.56
1889,23.31,42.82
1876,-26.52,-80.6
1857,-13.66,-99.91
1853,-44.2,-125.22
1966,-40.99,-29.82
1955,-37.78,-26.44
1930,-31.35,-120.63
1944,-15.27,-120.83
1901,-36.17,-139.23
1961,-0.8,-103.66
1897,-5.63,3.23
1912,34.56,-151.78
1857,-31.35,-120.63
1991,20.09,44.36
1882,-15.27,-32.5
1978,-31.35,-30.16
1943,-34.56,-108.97
1757,-39.38,-33.29
1940,-15.27,17.5
1886,-31.35,-120.63
1948,-0.8,-103.66
1876,-18.48,-74.37
1864,-45.81,-125.77
1887,-12.05,-77.26
1955,37.78,-144.41
1851,-13.66,-80.09
1826,-60.27,-29.19
2000,-49.03,-2.45
1949,-28.13,-77.27
1961,32.95,-18.19
1926,-36.17,-139.23
1915,-45.81,-125.77
1939,-18.48,-72.68
1914,-18.48,69.3
1798,-16.87,-78.7
1909,-37.78,-126.1
1855,-23.31,-112.72
1987,-32.95,-45.0
1981,-28.13,-77.27
1890,-5.63,3.23
1928,-24.92,-46.11
1809,-40.99,74.56
1829,-26.52,-80.6
1867,-36.17,-117.35
1892,4.02,40.98
1936,23.31,46.31
1903,-39.38,-33.29
1880,-44.2,80.5
1803,-16.87,-95.44
1898,-49.03,-2.45
1897,-40.99,-123.55
1835,-50.63,-31.69
1952,29.74,-31.38
1886,-37.78,-26.44
1819,-16.87,-95.44
1891,34.56,-151.78
1954,-42.59,-13.09
1923,-21.7,-78.75
1926,-34.56,-70.05
1854,-42.59,87.27
1883,-32.95,6.7
1895,34.56,-151.78
1995,-34.56,-136.22
1961,-31.35,-120.63
1923,34.56,-151.78
1969,-21.7,-73.56
1798,-45.81,72.69
1971,13.66,38.81
1962,-15.27,-120.83
1937,-29.74,-107.08
1997,12.05,77.26
1879,-5.63,3.23
1821,-37.78,-26.44
1836,-24.92,-67.39
1752,-44.2,80.5
1999,-23.31,-112.72
2013,-10.45,-107.18
1907,-45.81,72.69
1915,32.95,69.89
1858,-16.87,-95.44
1971,-4.02,74.73
1988,-5.63,-3.23
1802,-42.59,87.27
1924,-31.35,-118.74
1936,23.31,46.31
1848,-37.78,-111.86
1880,-36.17,-117.35
1982,-16.87,-95.44
2013,7.23,-39.73
1976,7.23,-39.73
1990,-29.74,-31.38
1993,-4.02,76.34
1836,-31.35,-73.51
1859,-12.05,-8.22
1832,-36.17,-59.67
2002,-5.63,3.23
1992,-34.56,118.7
1933,-5.63,-3.23
1833,-36.17,-37.79
1995,32.95,69.89
1806,-23.31,-88.25
2011,-34.56,-136.22
1838,-21.7,-73.56
1887,-29.74,-114.46
1801,-37.78,-26.44
1973,-28.13,-77.27
1847,-37.78,-111.86
1821,-55.45,-36.85
1941,-44.2,-125.22
1986,-40.99,4.26
1928,-0.8,-103.66
2012,-36.17,-37.79
1903,-2.41,-45.8
1818,-49.03,-2.45
1912,-24.92,-122.36
2013,-40.99,74.56
1932,-20.09,98.96
2004,7.23,-112.7
1863,-32.95,-45.0
1940,18.48,-30.42
1840,15.27,47.5
1898,-44.2,-125.22
1754,-60.27,-29.19
1879,-37.78,-126.1
1929,-10.45,-107.18
1962,-44.2,80.5
1840,-29.74,-107.08
2002,-34.56,-136.22
1807,-40.99,4.26
1894,-29.74,-31.38
1773,-50.63,-31.69
1850,-42.59,87.27
1913,-40.99,-123.55
1841,-31.35,-73.51
1978,34.56,-151.78
2001,18.48,-30.42
1884,20.09,44.36
1964,-34.56,118.7
1765,-55.45,-36.85
1877,-39.38,-120.69
1864,-37.78,-113.9
2004,-39.38,-116.53
1913,-37.78,-113.9
1910,0.8,-36.16
2004,-40.99,4.26
2003,13.66,38.81
1875,-24.92,-46.11
1893,-15.27,-32.5
1990,12.05,77.26
1965,-39.38,-116.53
1984,7.23,-39.73
1949,4.02,-15.27
1971,-34.56,118.7
1919,-28.13,-77.27
1946,-24.92,-46.11
1867,-29.74,-114.46
1973,-28.13,-77.27
1861,-16.87,-95.44
1870,-31.35,-73.51
1890,7.23,-112.7
1844,-26.52,-75.22
1833,20.09,44.36
1857,-45.81,-125.77
1927,-52.24,-13.14
2004,-32.95,-45.0
1977,-44.2,-125.22
1844,-29.74,-31.38
1817,-26.52,-75.22
1879,-29.74,-31.38
1962,-49.03,-2.45
1988,23.31,42.82
1848,-31.35,-73.51
1816,-52.24,0.0
1943,-50.63,-31.69
1965,-36.17,-37.79
1919,-29.74,-107.08
1980,-20.09,98.96
1940,-31.35,-118.74
2007,-55.45,-36.85
1924,-24.92,-46.11
1799,-40.99,74.56
1873,-23.31,-88.25
1899,4.02,40.98
1876,-15.27,17.5
1921,-15.27,17.5
1981,-39.38,-116.53
1862,-4.02,74.73
1927,-36.17,-117.35
1990,-40.99,4.26
1943,13.66,38.81
2002,-15.27,-32.5
1990,-39.38,-116.53
1919,-5.63,3.23
1962,-18.48,-74.37
1840,-39.38,-116.53
1941,-31.35,-73.51
1905,-18.48,-74.37
1893,-21.7,-73.56
1866,-13.66,-99.91
1909,-32.95,-45.0
1975,-60.27,-29.19
1966,-50.63,-31.69
1826,-39.38,-33.29
1944,-15.27,-120.83
1802,-28.13,-77.27
1986,-16.87,-78.7
1894,15.27,47.5
2002,-24.92,-122.36
1901,-20.09,98.96
1898,-34.56,-70.05
1886,-40.99,-29.82
1992,-16.87,-95.44
1913,-52.24,-13.14
1871,-23.31,-88.25
1965,20.09,44.36
1927,18.48,-30.42
1980,-12.05,-8.22
1873,-42.59,87.27
1874,-12.05,-8.22
1864,23.31,42.82
1909,-40.99,74.56
1991,7.23,-112.7
1993,-28.13,-77.27
1983,-52.24,0.0
1856,-20.09,98.96
1958,-29.74,-31.38
1831,-60.27,-29.19
1986,-16.87,-95.44
1966,-52.24,-13.14
1979,-37.78,-26.44
1840,-39.38,-116.53
1942,-49.03,-2.45
1912,-29.74,-31.38
1823,-29.74,-31.38
1947,-31.35,-103.66
1911,-8.84,-38.11
1834,-36.17,-37.79
1802,-44.2,80.5
1912,-40.99,-29.82
1975,-15.27,-120.83
1994,32.95,-18.19
1856,-36.17,-139.23
1985,-45.81,72.69
1970,-39.38,-33.29
1887,-15.27,17.5
1980,-40.99,-123.55
1903,-36.17,-117.35
1828,-18.48,69.3
1887,-52.24,0.0
1985,-31.35,-103.66
1947,-32.95,-45.0
1909,-13.66,-99.91
1973,8.84,-13.78
1994,-52.24,-13.14
1854,-23.31,-88.25
2010,-7.23,-4.05
1921,-24.92,-46.11
1914,34.56,-151.78
1816,-49.03,-2.45
1928,-29.74,-31.38
1871,-29.74,-107.08
1883,-29.74,-107.08
2008,-34.56,-136.22
1888,-55.45,-36.85
1872,13.66,38.81
2003,-36.17,-59.67
1951,-42.59,87.27
1888,-40.99,4.26
1977,-12.05,-77.26
1988,-31.35,-73.51
1911,-24.92,-46.11
1924,-13.66,-80.09
1879,-28.13,-77.27
1955,-15.27,-32.5
2012,-37.78,-126.1
1832,-26.52,-80.6
1991,-15.27,-120.83
1930,0.8,-36.16
1920,23.31,42.82
1980,-49.03,-2.45
1798,-32.95,6.7
1894,-13.66,-80.09
1886,-45.81,72.69
1905,-18.48,-74.37
1960,-31.35,-73.51
1950,-21.7,-73.56
1878,13.66,38.81
1894,-13.66,-99.91
1943,-23.31,-88.25
1930,-23.31,-88.25
1936,-24.92,-46.11
1916,-31.35,-30.16
1997,32.95,69.89
1987,-29.74,-31.38
1806,-26.52,-80.6
2004,-29.74,-31.38
1944,-34.56,-136.22
1874,23.31,42.82
1975,-39.38,-116.53
1896,-36.17,-37.79
1928,-45.81,-125.77
1955,20.09,44.36
1869,-40.99,-29.82
1849,-23.31,-90.0
1985,-5.63,-3.23
1855,-31.35,-103.66
1871,-16.87,-95.44
1960,7.23,-112.7
1909,-31.35,-118.74
1837,-34.56,-70.05
1893,-21.7,-38.94
1917,7.23,-112.7
1774,-32.95,6.7
1829,-13.66,-80.09
1854,-12.05,-77.26
1935,-26.52,-75.22
1988,-23.31,-112.72
1832,-32.95,6.7
1789,-60.27,-29.19
1796,-37.78,-26.44
1922,-31.35,-103.66
1991,-5.63,-3.23
1994,-26.52,-75.22
1817,-23.31,-88.25
1968,-42.59,-13.09
1916,-40.99,-123.55
1991,-37.78,-126.1
1879,-39.38,-120.69
1844,-52.24,-13.14
1805,-16.87,-78.7
1989,-29.74,-114.46
1834,-23.31,-88.25
1895,-31.35,-73.51
1815,-12.05,-77.26
1895,-16.87,-78.7
1891,-36.17,-37.79
1868,5.63,-106.55
1912,37.78,-144.41
1933,-44.2,-125.22
1930,-55.45,-36.85
1982,-52.24,0.0
1877,-15.27,-32.5
1960,-31.35,-120.63
1953,-37.78,-26.44
1886,-4.02,74.73
1977,-20.09,98.96
1997,-31.35,-73.51
1919,-24.92,-67.39
1974,4.02,40.98
1898,-28.13,-77.27
1908,-31.35,-103.66
1916,-44.2,-125.22
1996,-23.31,-72.52
1968,32.95,69.89
1984,-12.05,-8.22
1885,-0.8,-103.66
1870,-44.2,80.5
1937,7.23,-39.73
1804,-44.2,80.5
1899,-29.74,-107.08
1870,-42.59,-13.09
1987,-24.92,-122.36
1873,-24.92,-122.36
1949,-23.31,-112.72
1868,-18.48,-72.68
1907,-34.56,-108.97
1933,-31.35,-103.66
1894,-15.27,-32.5
2003,-31.35,-120.63
1858,-12.05,-8.22
1909,-36.17,-37.79
1876,-42.59,-13.09
1895,-16.87,-95.44
1895,-29.74,-114.46
1861,34.56,-151.78
1954,-4.02,74.73
2010,-23.31,-112.72
1873,-18.48,69.3
1861,-16.87,-78.7
1864,-39.38,-116.53
1952,-42.59,87.27
1805,-26.52,-80.6
1765,-52.24,-13.14
1767,-40.99,74.56
1878,23.31,42.82
1932,-15.27,17.5
1875,-13.66,-80.09
1915,-52.24,0.0
1855,-4.02,76.34
1848,-26.52,-75.22
1883,-23.31,-88.25
1968,-5.63,-3.23
1996,-12.05,-77.26
1892,-37.78,-26.44
1878,20.09,44.36
1782,-45.81,72.69
1953,-40.99,74.56
1887,-40.99,-123.55
1836,-31.35,-73.51
1944,18.48,-30.42
1988,-26.52,-80.6
1984,4.02,-15.27
1945,-24.92,-122.36
1837,-13.66,-80.09
1947,-34.56,-136.22
1880,-26.52,-80.6
2003,-60.27,-29.19
1898,20.09,44.36
1885,5.63,-106.55
1920,-0.8,-103.66
2001,13.66,38.81
1962,-42.59,-13.09
1863,-34.56,-108.97
1971,20.09,44.36
1973,-37.78,-111.86
1973,0.8,-36.16
1999,-7.23,-4.05
1954,-40.99,4.26
1967,8.84,-13.78
1906,-39.38,-120.69
1956,23.31,46.31
1851,-16.87,-95.44
1980,-52.24,-13.14
1968,-5.63,-3.23
1928,-37.78,-26.44
2002,-32.95,6.7
1866,-26.52,-80.6
1841,20.09,44.36
1838,-26.52,-75.22
1875,-5.63,3.23
1884,-40.99,-123.55
1902,-5.63,3.23
1886,-40.99,-123.55
1847,-34.56,-70.05
1927,-13.66,-80.09
1798,-18.48,-74.37
1921,-5.63,-3.23
1938,-21.7,-38.94
1932,-42.59,-13.09
1899,20.09,44.36
1952,32.95,69.89
1795,-52.24,0.0
1941,4.02,40.98
1999,-60.27,-29.19
2012,-50.63,-31.69
1824,-37.78,-113.9
1854,-55.45,-36.85
1906,-36.17,-117.35
1937,-39.38,-116.53
1950,-23.31,-72.52
1973,-39.38,-120.69
1875,-40.99,74.56
1888,-31.35,-73.51
1896,-31.35,-120.63
2013,-34.56,-136.22
1992,8.84,-13.78
1987,32.95,69.89
1882,29.74,-31.38
1960,-15.27,-120.83
1906,-39.38,-116.53
1982,-26.52,-80.6
1997,-4.02,76.34
1909,-15.27,-120.83
1899,13.66,38.81
1878,-24.92,-67.39
1986,-21.7,-78.75
1921,-0.8,-103.66
1903,18.48,-30.42
1924,-34.56,-136.22
1941,-21.7,-78.75
1892,-52.24,-13.14
1953,-26.52,-80.6
1818,-42.59,-13.09
1931,-52.24,-13.14
1944,4.02,40.98
1824,-52.24,-13.14
1842,-37.78,-126.1
1943,23.31,42.82
1759,-50.63,-31.69
1885,29.74,-31.38
1879,-20.09,98.96
1851,-40.99,-123.55
1967,34.56,-151.78
1855,-13.66,-99.91
1850,-10.45,-107.18
2001,-23.31,-88.25
1863,-16.87,-95.44
1936,0.8,-36.16
1985,15.27,47.5
1943,-40.99,-29.82
1858,-10.45,-107.18
1910,-21.7,-73.56
1780,-40.99,-29.82
1878,20.09,44.36
1813,-12.05,-77.26
1840,-52.24,-13.14
1948,5.63,-106.55
1910,4.02,40.98
1890,8.84,-13.78
1995,-31.35,-73.51
1908,-12.05,-77.26
2008,-18.48,69.3
1828,-37.78,-26.44
2004,-10.45,-107.18
1841,-18.48,-72.68
1971,23.31,46.31
1976,-37.78,-113.9
1974,-5.63,-3.23
1844,-26.52,-80.6
1941,-13.66,-99.91
1860,32.95,-18.19
1923,-40.99,-123.55
1898,-37.78,-26.44
1943,23.31,42.82
1934,-2.41,-45.8
1792,-50.63,-31.69
1856,-15.27,17.5
1926,-28.13,-77.27
1792,-52.24,0.0
1909,-24.92,-67.39
1947,-40.99,-123.55
1925,-45.81,-125.77
1902,-28.13,-77.27
1997,-52.24,0.0
1836,-18.48,-72.68
1985,-39.38,-116.53
1942,-36.17,-117.35
2013,-29.74,-107.08
1819,-49.03,-2.45
1998,-23.31,-112.72
1857,-31.35,-118.74
1836,-44.2,80.5
2003,-26.52,-80.6
2001,-37.78,-26.44
1888,29.74,-31.38
1979,7.23,-39.73
1863,-45.81,72.69
1784,-40.99,4.26
1888,-31.35,-103.66
1971,-39.38,-116.53
1873,37.78,-144.41
1942,-15.27,-32.5
2013,15.27,47.5
1994,-8.84,-38.11
1953,-40.99,-29.82
2008,-26.52,-75.22
1963,-39.38,-116.53
1961,-28.13,-77.27
1938,-37.78,-126.1
1927,-52.24,-13.14
1906,-20.09,98.96
1905,-42.59,-13.09
1830,-28.13,-77.27
1932,-31.35,-120.63
1823,-44.2,80.5
1931,-29.74,-107.08
1946,18.48,-30.42
1914,-29.74,-31.38
1937,-49.03,-2.45
1928,4.02,40.98
1761,-52.24,0.0
1854,15.27,47.5
1924,-5.63,3.23
1824,-44.2,-125.22
1972,-15.27,17.5
1927,-45.81,72.69
1984,-21.7,-38.94
1986,-8.84,-38.11
1901,-37.78,-26.44
1962,-32.95,-45.0
1980,-26.52,-80.6
1987,-23.31,-112.72
1993,-16.87,-78.7
1974,-16.87,-95.44
2010,-31.35,-120.63
1989,-39.38,-120.69
1975,18.48,-30.42
1945,-37.78,-111.86
1965,-21.7,-38.94
1859,-36.17,-117.35
1971,-16.87,-95.44
1917,32.95,-18.19
1855,-21.7,-78.75
1877,7.23,-112.7
1909,-8.84,-38.11
1961,-39.38,-116.53
1914,-44.2,-125.22
1935,-16.87,-95.44
1953,-18.48,-72.68
1963,-60.27,-29.19
1823,-23.31,-90.0
1911,-34.56,-108.97
1869,-20.09,98.96
1948,-10.45,-107.18
2004,-52.24,-13.14
1902,-31.35,-120.63
1985,-36.17,-117.35
1955,-15.27,17.5
1948,-31.35,-120.63
1956,-7.23,-4.05
1839,-21.7,-73.56
1994,-16.87,-78.7
1958,-15.27,17.5
1976,-34.56,-136.22
1964,-42.59,87.27
1954,-49.03,-2.45
1900,-28.13,-77.27
1978,-5.63,-3.23
1872,-18.48,-74.37
1887,-36.17,-37.79
2010,15.27,47.5
1851,-26.52,-80.6
1870,-42.59,87.27
1811,-45.81,72.69
1893,-28.13,-77.27
1924,-18.48,69.3
1962,-23.31,-88.25
1878,-23.31,-90.0
1956,-4.02,74.73
1948,-40.99,-123.55
1906,-60.27,-29.19
1991,-18.48,-74.37
1938,-20.09,98.96
1905,-42.59,87.27
1843,20.09,44.36
1984,-26.52,-80.6
1919,-34.56,-108.97
1950,-26.52,-80.6
2003,-12.05,-8.22
2000,-26.52,-80.6
1904,-24.92,-122.36
1862,32.95,69.89
1984,-44.2,80.5
1865,-31.35,-30.16
1904,18.48,-30.42
1819,-18.48,-72.68
1923,5.63,-106.55
1892,5.63,-106.55
1819,-49.03,-2.45
1874,-18.48,69.3
1864,32.95,69.89
1953,-20.09,98.96
2008,-16.87,-95.44
1959,23.31,46.31
1929,-15.27,17.5
2000,32.95,-18.19
1937,-7.23,-4.05
1997,-23.31,-112.72
1862,32.95,-18.19
1999,-24.92,-67.39
1886,-39.38,-116.53
1954,-12.05,-8.22
1921,-52.24,-13.14
1932,-10.45,-107.18
1955,-29.74,-107.08
1939,-2.41,-45.8
1868,-40.99,74.56
1848,-31.35,-120.63
1851,-32.95,6.7
1933,-37.78,-26.44
1976,5.63,-106.55
2012,-52.24,-13.14
1957,0.8,-36.16
1843,-34.56,-108.97
1923,34.56,-151.78
1941,-8.84,-38.11
1998,-39.38,-33.29
1973,-15.27,-120.83
1946,-40.99,-123.55
1859,-0.8,-103.66
2004,4.02,-15.27
1967,7.23,-112.7
2011,20.09,44.36
1836,-21.7,-73.56
1839,-32.95,6.7
1951,-21.7,-78.75
1899,-36.17,-117.35
1881,-10.45,-107.18
1985,23.31,46.31
1898,-37.78,-126.1
1858,32.95,-18.19
1926,-36.17,-139.23
1839,-52.24,-13.14
1934,32.95,-18.19
1817,-24.92,-67.39
1882,-34.56,-70.05
1975,-28.13,-77.27
1835,-37.78,-113.9
1979,-49.03,-2.45
1838,-44.2,-125.22
1938,-40.99,-123.55
1994,-5.63,3.23
1867,23.31,42.82
2001,-37.78,-111.86
1928,-44.2,-125.22
2000,-39.38,-33.29
1932,-34.56,-70.05
1917,32.95,69.89
1986,-31.35,-118.74
1877,-44.2,80.5
1832,-24.92,-67.39
1963,-28.13,-77.27
1906,-21.7,-38.94
1944,-21.7,-78.75
1906,-45.81,72.69
1951,-39.38,-116.53
1866,32.95,69.89
1874,-31.35,-118.74
1976,-18.48,-72.68
1887,-55.45,-36.85
1897,-60.27,-29.19
1913,-36.17,-59.67
1827,-40.99,74.56
1961,7.23,-112.7
2002,-45.81,-125.77
1892,-12.05,-77.26
1873,-44.2,-125.22
1988,-24.92,-46.11
1968,-23.31,-90.0
1891,23.31,46.31
1933,-34.56,-70.05
1851,-39.38,-33.29
1858,-45.81,-125.77
1856,-23.31,-72.52
1902,-18.48,69.3
1845,-36.17,-37.79
1877,-0.8,-103.66
1957,-40.99,4.26
1994,0.8,-36.16
1811,-44.2,80.5
1865,32.95,69.89
2002,-36.17,-117.35
1846,-29.74,-31.38
1836,-39.38,-116.53
1974,-39.38,-116.53
1894,4.02,40.98
1852,-32.95,6.7
1891,-40.99,-29.82
1915,-44.2,-125.22
1965,-12.05,-77.26
1879,-26.52,-75.22
1838,-26.52,-75.22
1986,-4.02,76.34
1804,-26.52,-75.22
1977,13.66,38.81
1954,-36.17,-139.23
1891,-5.63,3.23
2005,0.8,-36.16
1967,34.56,-151.78
1879,-42.59,87.27
1923,-29.74,-114.46
2003,-44.2,-125.22
1816,-31.35,-73.51
1878,20.09,44.36
1914,4.02,40.98
1946,-37.78,-111.86
1976,37.78,-144.41
1881,-60.27,-29.19
1890,-23.31,-88.25
1769,-37.78,-26.44
1990,-10.45,-107.18
1944,37.78,-144.41
1882,-26.52,-80.6
1998,-29.74,-31.38
1970,-52.24,0.0
1978,-34.56,-70.05
1923,-31.35,-103.66
1931,-31.35,-120.63
1953,-39.38,-120.69
1939,-37.78,-26.44
1958,-26.52,-80.6
1958,-40.99,4.26
1914,-40.99,4.26
1844,-16.87,-95.44
1953,15.27,47.5
1975,-42.59,-13.09
1825,-21.7,-73.56
1864,7.23,-39.73
1891,37.78,-144.41
1947,-34.56,118.7
1860,-23.31,-112.72
1861,-39.38,-120.69
1899,-23.31,-90.0
1982,-23.31,-112.72
1991,-34.56,-136.22
1769,-44.2,80.5
1877,-36.17,-117.35
1927,-29.74,-107.08
1882,-37.78,-26.44
1841,-40.99,-29.82
1900,-29.74,-31.38
1908,-26.52,-80.6
1946,13.66,38.81
1937,-36.17,-37.79
1861,-36.17,-59.67
1966,-5.63,-3.23
1866,-37.78,-26.44
1955,-45.81,72.69
1773,-40.99,4.26
1844,-23.31,-112.72
1950,8.84,-13.78
1833,20.09,44.36
1927,-5.63,3.23
1955,23.31,46.31
1857,-39.38,-116.53
1912,-31.35,-103.66
1859,-2.41,-45.8
1893,-7.23,-4.05
1926,-34.56,-70.05
2000,-13.66,-80.09
1928,-32.95,-45.0
1841,-52.24,-13.14
